1	8.874600
2	7.409200
3	6.252900
4	4.515000
5	3.353700
6	2.880300
7	2.908600
8	2.657000
9	2.336300
10	2.226500
11	2.268800
12	2.134700
13	1.803000
14	1.778100
15	1.688200
16	1.644400
17	1.713900
18	1.534800
19	1.527400
20	1.436700
21	1.383900
22	1.459200
23	1.395000
24	1.209100
25	1.112100
26	1.270200
27	1.355200
28	1.354800
29	1.205400
30	1.094200
31	1.191700
32	1.191500
33	1.163700
34	1.070300
35	1.149500
36	1.051100
37	0.960000
38	1.111100
39	1.037200
40	1.139500
41	1.244900
42	0.999600
43	0.966400
44	0.989000
45	0.994400
46	0.920900
47	1.002100
48	1.025000
49	0.946500
50	1.096900
51	0.949700
52	1.068600
53	0.953100
54	0.993500
55	0.941200
56	0.947300
57	0.919900
58	0.922400
59	0.894500
60	0.979900
61	0.886300
62	0.898500
63	0.894700
64	0.882100
65	0.950200
66	0.910400
67	0.855600
68	0.807300
69	0.799600
70	0.869400
71	0.916700
72	0.826400
73	0.978700
74	0.884700
75	0.813000
76	0.724700
77	0.780200
78	0.882000
79	0.719700
80	0.860300
81	0.853900
82	0.830400
83	0.798000
84	0.843900
85	0.884000
86	0.845700
87	0.766100
88	0.840200
89	0.716500
90	0.784400
91	0.815500
92	0.816700
93	0.776200
94	0.808800
95	0.921100
96	0.755700
97	0.703700
98	0.818000
99	0.791000
100	0.793500
101	0.730100
102	0.868100
103	0.883400
104	0.680300
105	0.816100
106	0.855800
107	0.778200
108	0.890400
109	0.768200
110	0.715600
111	0.669100
112	0.764400
113	0.860100
114	0.672200
115	0.775200
118	0.797300
119	0.747700
120	0.650100
121	0.763700
122	0.692000
123	0.815800
124	0.806200
125	0.635800
126	0.724100
127	0.802900
128	0.676600
129	0.620400
130	0.679400
131	0.771700
132	0.709600
133	0.761300
134	0.690000
135	0.693600
136	0.555100
137	0.690200
138	0.662400
139	0.685300
140	0.807900
141	0.693300
142	0.698000
143	0.804600
144	0.838800
145	0.794500
146	0.761000
147	0.867600
148	0.686500
149	0.683900
150	0.686900
151	0.733300
152	0.561700
153	0.694500
154	0.740000
155	0.637000
156	0.796000
157	0.747400
158	0.710400
159	0.741700
160	0.711400
161	0.823200
162	0.702900
163	0.561600
164	0.562900
165	0.473600
166	0.651600
167	0.644100
168	0.591000
169	0.632400
170	0.702400
171	0.802400
172	0.685700
173	0.633000
174	0.649900
175	0.645900
176	0.757700
177	0.490100
178	0.628800
179	0.709700
180	0.572600
181	0.705300
182	0.724700
183	0.636200
184	0.640600
185	0.603900
186	0.732400
187	0.707500
188	0.651400
189	0.659700
190	0.648500
191	0.783100
192	0.633000
193	0.699700
194	0.553100
195	0.587400
196	1.061700
197	0.508400
198	0.551500
199	0.481000
200	0.529900
201	0.563100
202	0.822600
203	0.648700
204	0.593600
205	0.558500
206	0.674800
207	0.594500
208	0.688500
209	0.587400
210	0.728200
211	0.693100
212	0.745800
213	0.597000
214	0.704600
215	0.640800
216	0.505300
217	0.549500
218	0.611500
219	0.701700
220	0.648600
221	0.619400
222	0.736400
223	0.648000
224	0.715100
225	0.624600
226	0.806800
227	0.568200
228	0.713300
229	0.553800
230	0.488800
231	0.542100
232	0.467800
233	0.498800
234	0.508300
